A,B
"Polygon ((100.4117744 38.56832867, 100.41160743 38.5681137, 100.41143412 38.56822155, 100.41131125 38.56830287, 100.41116589 38.5684145, 100.41107574 38.56846134, 100.41089162 38.56857773, 100.41077999 38.56865166, 100.41079224 38.56867332, 100.41083073 38.56871671, 100.41087084 38.56878105, 100.4109194 38.56884243, 100.41093384 38.56886292, 100.41094938 38.56888497, 100.41096966 38.56892858, 100.41100688 38.56896912, 100.4110575 38.56901141, 100.41110777 38.56903655, 100.41113512 38.56902546, 100.41124193 38.56896982, 100.41142344 38.56887526, 100.4114999 38.5688343, 100.41165941 38.56874883, 100.41167117 38.56874253, 100.41178554 38.56867802, 100.41182887 38.56865359, 100.41196631 38.56857893, 100.41192136 38.56850953, 100.4117744 38.56832867))",41
"Polygon ((100.41872356 38.56896564, 100.41895281 38.56877637, 100.41896797 38.56868276, 100.41893756 38.56866206, 100.4189212 38.56865091, 100.41887024 38.56852951, 100.41886626 38.56851918, 100.41883953 38.5684498, 100.41870626 38.56835005, 100.41869879 38.56837889, 100.41866322 38.56842222, 100.41863798 38.56845113, 100.41853874 38.56849881, 100.41849508 38.56851721, 100.41846881 38.5684937, 100.41848217 38.56847804, 100.41859339 38.56842188, 100.41862943 38.56840238, 100.41865144 38.56836398, 100.41865246 38.56832105, 100.41856664 38.56828151, 100.41843688 38.56819307, 100.41840172 38.56816911, 100.41829998 38.56812053, 100.41815978 38.56809244, 100.41814104 38.56808555, 100.41810015 38.56807052, 100.41796168 38.56797567, 100.4179515 38.56796769, 100.41785993 38.56789587, 100.41779947 38.5678777, 100.41777037 38.56787996, 100.41776243 38.56790865, 100.41774611 38.5678812, 100.41769912 38.56783792, 100.41762711 38.56775776, 100.41758548 38.56774015, 100.41761502 38.56771413, 100.417521 38.56764139, 100.41754757 38.56760293, 100.41749768 38.56753561, 100.41744166 38.56746598, 100.41736611 38.56740612, 100.41723866 38.5673314, 100.41721432 38.56731799, 100.41711591 38.56726377, 100.4170374 38.56721008, 100.41700975 38.56719117, 100.41689262 38.56712602, 100.41686089 38.56710837, 100.41674507 38.56700729, 100.41668244 38.56697431, 100.41663004 38.56694671, 100.41650224 38.56685412, 100.41644217 38.56680956, 100.41637337 38.56678418, 100.41625176 38.56685238, 100.41609409 38.5669389, 100.41606694 38.56694757, 100.41602562 38.56693019, 100.41595331 38.56695848, 100.41587676 38.5670023, 100.41595913 38.56710021, 100.41598911 38.56714259, 100.41606529 38.56725027, 100.41608338 38.56727181, 100.41616631 38.5673706, 100.41624502 38.56743638, 100.41630042 38.56747503, 100.41628802 38.56753953, 100.41633668 38.56762117, 100.41635671 38.56763642, 100.41637395 38.56765751, 100.41640492 38.56769542, 100.41646254 38.56776979, 100.41647096 38.56778385, 100.41652061 38.56786681, 100.41654522 38.5679066, 100.41655353 38.56792003, 100.41663798 38.56804652, 100.41667361 38.56808303, 100.41669307 38.56810458, 100.41672791 38.56814315, 100.41681 38.56822676, 100.41684119 38.56825676, 100.416892 38.56830561, 100.41692644 38.56835882, 100.4169642 38.568399, 100.41698845 38.5684248, 100.41706199 38.56849116, 100.41709661 38.5685224, 100.41714165 38.56857428, 100.41715677 38.56859557, 100.41716668 38.56860952, 100.41720878 38.5686688, 100.41722171 38.5686833, 100.41731351 38.56863758, 100.41747097 38.56854034, 100.41767338 38.56841277, 100.41766956 38.56840781, 100.4177059 38.56842998, 100.41769493 38.568428, 100.41767672 38.56842822, 100.41759888 38.56848398, 100.41735168 38.56864904, 100.41723452 38.56869767, 100.41727397 38.5687419, 100.41733245 38.5687829, 100.41735038 38.56879654, 100.41747007 38.56872625, 100.417669 38.56857608, 100.41778693 38.56850967, 100.41781984 38.56852778, 100.41769363 38.56859366, 100.41737426 38.56881472, 100.41739101 38.56882747, 100.41743338 38.56889846, 100.41746117 38.56892195, 100.41758436 38.56882616, 100.4177778 38.56870585, 100.41790018 38.5685995, 100.41786287 38.56855467, 100.41791488 38.56857548, 100.41791509 38.56858621, 100.41796895 38.56862369, 100.41807063 38.56869991, 100.41810463 38.56873049, 100.41816469 38.56869758, 100.41825775 38.56864402, 100.41829501 38.56868647, 100.41825533 38.56867503, 100.4181802 38.56871408, 100.41811997 38.56873864, 100.41817355 38.56876182, 100.41824991 38.56878592, 100.41836618 38.56883218, 100.4184174 38.56881249, 100.41846788 38.56883214, 100.41852326 38.5688696, 100.41858284 38.56888914, 100.41862328 38.5689387, 100.4186736 38.56895, 100.41872356 38.56896564))",42
"Polygon ((100.41817855 38.56878441, 100.41813286 38.56877662, 100.41809718 38.56881518, 100.41798083 38.5689595, 100.41801681 38.56897346, 100.41810826 38.56899261, 100.41816481 38.56901218, 100.41825742 38.56893598, 100.41833528 38.56888141, 100.41835293 38.56885329, 100.41829022 38.56882833, 100.41824436 38.56881221, 100.41817855 38.56878441))",43
"Polygon ((100.41807162 38.56874995, 100.41804573 38.5687455, 100.41799343 38.56878784, 100.41791927 38.56887573, 100.41780354 38.56901179, 100.41787538 38.56903714, 100.41790713 38.56903079, 100.41796022 38.5689515, 100.41808857 38.56876285, 100.41807162 38.56874995))",44
"Polygon ((100.41798509 38.56867235, 100.41792205 38.56863141, 100.41784258 38.56868123, 100.41772572 38.56875891, 100.41756704 38.56887166, 100.41750711 38.56891171, 100.41747065 38.56893264, 100.41750618 38.56897265, 100.41756682 38.5690458, 100.41761961 38.56910593, 100.41764863 38.56911512, 100.41775386 38.56903265, 100.41781594 38.56894729, 100.41794672 38.56880509, 100.41802569 38.56873025, 100.41803744 38.56870985, 100.41798509 38.56867235))",45
"Polygon ((100.42077432 38.56893981, 100.42074686 38.56892696, 100.42064191 38.56901411, 100.4205383 38.56907138, 100.42052203 38.56909303, 100.42064768 38.56907601, 100.42074739 38.56905216, 100.42084556 38.56902713, 100.42086263 38.5689845, 100.42077432 38.56893981))",46
"Polygon ((100.42027581 38.5687838, 100.42020491 38.56875987, 100.42014937 38.5687758, 100.42011519 38.56876668, 100.42001493 38.56873167, 100.41993525 38.56875552, 100.41986838 38.5686896, 100.41975314 38.5686338, 100.41960349 38.56855744, 100.4194974 38.56847292, 100.41948249 38.5684638, 100.41928354 38.56834205, 100.41920603 38.56835253, 100.41916315 38.56839499, 100.41924971 38.56845901, 100.41932328 38.56849506, 100.41938319 38.56853319, 100.4193986 38.568543, 100.41945718 38.56858876, 100.41952019 38.56862852, 100.41960016 38.56868117, 100.41966004 38.56871619, 100.41967755 38.56873167, 100.41970793 38.56875851, 100.4197586 38.56878817, 100.41984112 38.5688403, 100.4199037 38.56887983, 100.41999937 38.56892825, 100.42000972 38.56896053, 100.42011312 38.56903173, 100.42015331 38.56905278, 100.42018428 38.569069, 100.42024062 38.5690931, 100.42031652 38.5691246, 100.42041604 38.56910623, 100.42046264 38.56908302, 100.42062783 38.56899283, 100.42066537 38.56897212, 100.42069658 38.56893837, 100.42069098 38.56890079, 100.42054671 38.56885106, 100.42044944 38.56884461, 100.42043398 38.56883766, 100.42037103 38.56880934, 100.42027581 38.5687838))",47
"Polygon ((100.41568294 38.56798117, 100.41565376 38.56797962, 100.41560117 38.5680222, 100.41552519 38.56811083, 100.41541011 38.56821568, 100.41539158 38.56823256, 100.41527409 38.56830184, 100.41525954 38.56831042, 100.41503829 38.56854571, 100.41484174 38.56880167, 100.41490487 38.56886288, 100.41501905 38.5689845, 100.41516904 38.56914425, 100.41528953 38.56925147, 100.41551574 38.56911432, 100.41559915 38.56903323, 100.4158354 38.56888206, 100.41599856 38.56876568, 100.41598285 38.56873847, 100.41608153 38.5686622, 100.41608619 38.56860549, 100.41599004 38.56840836, 100.4159248 38.56833133, 100.41592291 38.56832909, 100.41581155 38.56822367, 100.41576045 38.56821857, 100.41572048 38.56816185, 100.41571753 38.56813519, 100.41575612 38.56812138, 100.4157532 38.56809663, 100.41572234 38.5680093, 100.41568294 38.56798117))",48
"Polygon ((100.41430762 38.56874219, 100.41429546 38.56872589, 100.41433118 38.56873619, 100.41454892 38.56857458, 100.4144299 38.56846504, 100.41436193 38.56840872, 100.41429042 38.56834946, 100.41425067 38.56831207, 100.41422238 38.56828546, 100.4141123 38.56818898, 100.41409908 38.56817739, 100.41403092 38.56810731, 100.41396544 38.56805746, 100.41396242 38.56805399, 100.41386962 38.5679472, 100.41381673 38.56791256, 100.41374107 38.56783149, 100.41367172 38.56777178, 100.41366572 38.56776662, 100.41363351 38.56773364, 100.41356097 38.56765431, 100.41329481 38.56781545, 100.41301145 38.56799523, 100.41275938 38.56814485, 100.41264583 38.56823679, 100.4125158 38.56829131, 100.41251949 38.56832119, 100.41254369 38.56844102, 100.41258581 38.56848341, 100.41264615 38.56852653, 100.41264859 38.56852864, 100.41269404 38.56856814, 100.41270564 38.56857822, 100.4127771 38.5686403, 100.41280113 38.56865887, 100.41294355 38.5687689, 100.41296875 38.56879028, 100.4130732 38.56887887, 100.41309174 38.56888835, 100.41332447 38.56872866, 100.41345561 38.56863556, 100.41361854 38.56853778, 100.41362412 38.56854902, 100.41354853 38.56860584, 100.41312902 38.56890742, 100.41313331 38.56890961, 100.41326913 38.56902427, 100.41329121 38.56904156, 100.41344298 38.56916037, 100.41352418 38.56909722, 100.41362774 38.56901667, 100.41383922 38.56884061, 100.41394418 38.56874401, 100.41399211 38.56871102, 100.41401796 38.56871322, 100.41397713 38.56874761, 100.41392525 38.56879543, 100.41389807 38.56883795, 100.41381706 38.56888683, 100.41371594 38.56897814, 100.41358533 38.56909841, 100.41352068 38.56914566, 100.4134723 38.56918332, 100.41353057 38.56922894, 100.41359072 38.56927828, 100.41373541 38.56916619, 100.41397925 38.56898354, 100.41404109 38.56893274, 100.41418211 38.56882832, 100.41430762 38.56874219),(100.41308579 38.56819215, 100.41310758 38.56817674, 100.41308649 38.56819273, 100.41308579 38.56819215))",49
"Polygon ((100.41018257 38.56942677, 100.41021057 38.56941082, 100.41028985 38.56942893, 100.41038363 38.56938109, 100.41052166 38.56942232, 100.41074495 38.56929093, 100.41088288 38.56920347, 100.41113647 38.56906885, 100.41105451 38.56903791, 100.41103188 38.56901564, 100.41099136 38.56897575, 100.41098056 38.56896174, 100.41094581 38.56891668, 100.41092688 38.56889216, 100.41090976 38.56886381, 100.41088359 38.56882046, 100.41087847 38.56881481, 100.41083604 38.56876801, 100.41082602 38.5687555, 100.41079016 38.56871075, 100.41077816 38.56869577, 100.41071876 38.56861446, 100.41070049 38.56858946, 100.41066384 38.56854435, 100.41062245 38.56850247, 100.41054886 38.56841034, 100.41050465 38.56833866, 100.41046425 38.5682913, 100.4104236 38.56825497, 100.41042019 38.56825192, 100.4103934 38.56822797, 100.41036518 38.56820275, 100.4103419 38.56818195, 100.4103183 38.56814627, 100.41031374 38.56813939, 100.41029745 38.56809811, 100.41025756 38.5680607, 100.41023258 38.56803684, 100.41023162 38.56803593, 100.41021023 38.56801551, 100.41017257 38.56795233, 100.41015757 38.56793359, 100.4101567 38.5679325, 100.41010648 38.56787948, 100.41006246 38.56780121, 100.41006214 38.56780065, 100.41003113 38.56775169, 100.40998894 38.56771173, 100.40998566 38.56770862, 100.40989072 38.56757544, 100.40989015 38.56757464, 100.40985772 38.56754643, 100.40978891 38.56747361, 100.40978772 38.56747236, 100.40968812 38.56737979, 100.40966599 38.5673402, 100.40959101 38.56720608, 100.40958033 38.56719251, 100.40954139 38.56714174, 100.40949464 38.56710396, 100.40946582 38.56708068, 100.40943322 38.56704448, 100.40942548 38.56703588, 100.40934228 38.56689508, 100.40929709 38.56685176, 100.40923031 38.56679163, 100.40919092 38.56676445, 100.40912197 38.56671571, 100.40907022 38.56667725, 100.40902437 38.5666921, 100.4089611 38.56674815, 100.40892182 38.56678867, 100.4089204 38.56684016, 100.40898218 38.56689471, 100.4088659 38.56690946, 100.40883381 38.56694512, 100.40880689 38.56699692, 100.40881035 38.56704931, 100.40881979 38.56709782, 100.40884177 38.56716619, 100.40885474 38.56720241, 100.40885872 38.56721952, 100.40888558 38.56723335, 100.40888874 38.56727049, 100.40889344 38.56732478, 100.40892202 38.56737758, 100.40895286 38.56747295, 100.40901526 38.5675592, 100.40911742 38.56766045, 100.40926503 38.56775758, 100.40928434 38.56777499, 100.40926228 38.56778766, 100.40931127 38.56784046, 100.40935864 38.56787183, 100.40942125 38.56785119, 100.40951972 38.56797497, 100.40953136 38.56798749, 100.4096019 38.56806335, 100.40955889 38.56811511, 100.40960063 38.56823139, 100.40959599 38.5682419, 100.40958318 38.56827093, 100.40963986 38.56837511, 100.40965875 38.5684869, 100.40966389 38.56850843, 100.40967693 38.56856295, 100.40970886 38.56864359, 100.40976284 38.56868704, 100.40981213 38.5687009, 100.40974717 38.56872388, 100.40978935 38.56883133, 100.40984016 38.56893851, 100.40988004 38.56897695, 100.40989851 38.56902741, 100.40990893 38.56905334, 100.40993999 38.56913058, 100.40996842 38.56918744, 100.40998742 38.56923551, 100.41033071 38.56904622, 100.41036209 38.56910063, 100.41035011 38.56910677, 100.41035656 38.5691137, 100.41001154 38.56929655, 100.41004277 38.56934146, 100.41004934 38.56935531, 100.41006019 38.56937819, 100.41008059 38.5694125, 100.4101087 38.56945268, 100.41018257 38.56942677),(100.41054094 38.56908516, 100.41049889 38.56903061, 100.41045229 38.56897612, 100.41042683 38.56893138, 100.41038186 38.5688671, 100.41034686 38.56881604, 100.41029993 38.56876048, 100.41029425 38.56873331, 100.41028016 38.56869607, 100.41023041 38.56863589, 100.41020729 38.56860025, 100.41022446 38.56859066, 100.41026579 38.56864405, 100.41030011 38.56868494, 100.41030979 38.56872073, 100.41032658 38.56874936, 100.41037994 38.56880782, 100.41045124 38.56891469, 100.41048412 38.56895632, 100.41047763 38.56896013, 100.41051633 38.56901401, 100.41056713 38.56906583, 100.41060103 38.56912262, 100.41062302 38.56916823, 100.41060679 38.56917763, 100.41057207 38.56913984, 100.41054094 38.56908516),(100.41016884 38.56876893, 100.41014522 38.56878158, 100.41010126 38.56873755, 100.41004338 38.56869364, 100.4099773 38.56863695, 100.41000267 38.56862713, 100.41006134 38.56867576, 100.41016884 38.56876893),(100.40901287 38.56716032, 100.4090479 38.56713219, 100.40909534 38.56720175, 100.40914413 38.56730605, 100.40912408 38.56731792, 100.40909011 38.56731928, 100.4090872 38.56732029, 100.40909996 38.56731331, 100.40905149 38.56721038, 100.40901287 38.56716032))",50
"Polygon ((100.4209261 38.56900089, 100.42090746 38.56899608, 100.42085376 38.56905802, 100.4207738 38.56908282, 100.42073918 38.56909754, 100.42061806 38.56911331, 100.42042146 38.56915025, 100.42033372 38.56915563, 100.42034171 38.56917005, 100.42036196 38.56921175, 100.42051979 38.56933377, 100.42057829 38.5693445, 100.42069472 38.56933736, 100.42075983 38.56931369, 100.42078151 38.56930485, 100.42082247 38.56928815, 100.42089979 38.56928005, 100.42094607 38.56927521, 100.42109415 38.5692715, 100.42114969 38.56925557, 100.42115342 38.56919833, 100.42114494 38.56913742, 100.42105397 38.56908132, 100.4209261 38.56900089))",51
"Polygon ((100.41825056 38.56928165, 100.41826867 38.56926637, 100.4183488 38.56933765, 100.41841777 38.56937138, 100.41854766 38.56926136, 100.41864758 38.56917078, 100.41865923 38.56914561, 100.41854987 38.56906471, 100.41852512 38.56904118, 100.41855451 38.56902311, 100.41857037 38.56905747, 100.41869042 38.56914182, 100.41879993 38.56903854, 100.41870905 38.56897762, 100.41863671 38.56895776, 100.41860031 38.56895939, 100.41851016 38.56889836, 100.41845642 38.56886684, 100.41839297 38.56888191, 100.41835995 38.56890137, 100.41834833 38.56892773, 100.41831196 38.56893055, 100.41819537 38.56902253, 100.41815659 38.56905756, 100.41811091 38.56908092, 100.41813733 38.56903531, 100.41806545 38.56900758, 100.41800141 38.56899287, 100.41795147 38.56900062, 100.41793109 38.56904496, 100.41791473 38.56906184, 100.4178982 38.56907038, 100.41782351 38.56905461, 100.41779148 38.56904665, 100.41774967 38.56908172, 100.41772331 38.56913089, 100.41779737 38.56919196, 100.41782461 38.56919961, 100.41787064 38.56921253, 100.41792459 38.56925477, 100.41789013 38.56927783, 100.41788598 38.56929814, 100.41792625 38.56933936, 100.41800428 38.56937059, 100.41805025 38.56939267, 100.41807413 38.56937213, 100.4180905 38.56935524, 100.41811718 38.56932275, 100.41813934 38.56929149, 100.41825056 38.56928165))",52
"Polygon ((100.419016 38.56914931, 100.41881242 38.56904691, 100.41871491 38.56915224, 100.4185895 38.56925863, 100.41862648 38.56928678, 100.41880247 38.56940548, 100.41900237 38.56919714, 100.419016 38.56914931))",53
"Polygon ((100.41827463 38.56930177, 100.41819868 38.56929912, 100.4181684 38.56930306, 100.41814454 38.5693248, 100.41810745 38.56936815, 100.41813698 38.56940354, 100.41821244 38.56945863, 100.41826916 38.56948654, 100.41830847 38.56947892, 100.41839188 38.56939807, 100.41836081 38.5693615, 100.41829623 38.56931938, 100.41827463 38.56930177))",54
"Polygon ((100.41469835 38.56871728, 100.41455996 38.56858474, 100.41429772 38.56878019, 100.41403897 38.56896064, 100.41375197 38.56918718, 100.41371966 38.56921141, 100.41360399 38.56928917, 100.41365769 38.56933323, 100.41375741 38.56940257, 100.41377204 38.5694166, 100.4138428 38.56948448, 100.4139244 38.5695588, 100.41396838 38.56957552, 100.41412936 38.56942486, 100.41413315 38.56942044, 100.41418991 38.56935453, 100.41430655 38.56923396, 100.41433059 38.56920061, 100.41435856 38.56916183, 100.41450717 38.56899987, 100.4145836 38.56887216, 100.41465976 38.56879306, 100.41467042 38.56877213, 100.41469835 38.56871728))",55
"Polygon ((100.42263497 38.56934337, 100.42258819 38.56933623, 100.42248715 38.56938513, 100.42248153 38.56940807, 100.42248789 38.5694223, 100.42252597 38.56944471, 100.42259682 38.56946578, 100.42265278 38.56947082, 100.42268182 38.5694657, 100.42270802 38.56943964, 100.4227088 38.5694177, 100.4227085 38.56940245, 100.42268356 38.56936939, 100.42263497 38.56934337))",56
"Polygon ((100.42304246 38.56934215, 100.42282512 38.56928187, 100.42279166 38.56930897, 100.4227706 38.56931683, 100.42275946 38.56933891, 100.42275859 38.56935609, 100.42275661 38.56937899, 100.42278018 38.56940444, 100.42283617 38.5694724, 100.42291955 38.56951333, 100.42294996 38.56951583, 100.42299004 38.56951629, 100.42300688 38.56950846, 100.42309548 38.56944446, 100.42314784 38.56939044, 100.42304246 38.56934215))",57
"Polygon ((100.41859637 38.56929906, 100.41855073 38.56929366, 100.41834826 38.56949512, 100.41838374 38.56952448, 100.41847085 38.56955441, 100.41852751 38.56957994, 100.41858971 38.56957775, 100.41878304 38.56942121, 100.41869788 38.56936695, 100.41859637 38.56929906))",58
"Polygon ((100.40716818 38.56849884, 100.40758845 38.56810054, 100.40777566 38.56789332, 100.40799335 38.56769289, 100.40821081 38.56748054, 100.40833227 38.56732654, 100.40838509 38.56723296, 100.40834839 38.5672191, 100.40828732 38.56720077, 100.40823269 38.56720143, 100.40816895 38.56720219, 100.40814783 38.56712538, 100.40758176 38.56631293, 100.40722403 38.56587036, 100.40689524 38.56554958, 100.40658313 38.56530606, 100.40652988 38.56525954, 100.40512619 38.56550778, 100.40513229 38.56562736, 100.40513456 38.56574352, 100.40480589 38.56587354, 100.40447607 38.5660062, 100.40402935 38.56621533, 100.40328859 38.56652452, 100.40288648 38.56668664, 100.40221368 38.5670241, 100.40215345 38.56704865, 100.40198394 38.56714954, 100.40176932 38.56727729, 100.40174492 38.5672929, 100.40153524 38.56742706, 100.40136351 38.56753694, 100.40126389 38.56760069, 100.40111856 38.56769367, 100.40105569 38.5677339, 100.40099867 38.56777391, 100.40096584 38.56779694, 100.40089546 38.56786616, 100.4008959 38.56790464, 100.40091894 38.56796538, 100.40098612 38.56804847, 100.40104304 38.56810308, 100.40109025 38.56815781, 100.40111586 38.56822614, 100.40115843 38.56829237, 100.40114537 38.56832627, 100.40119718 38.56841502, 100.40132169 38.56865186, 100.40160468 38.56927172, 100.40168826 38.56927667, 100.40179336 38.56941245, 100.40189748 38.5694305, 100.40193805 38.56943753, 100.40201013 38.56943667, 100.40210198 38.56937897, 100.40219383 38.56932126, 100.40228291 38.56925141, 100.40231343 38.56922747, 100.40244466 38.56914546, 100.40250035 38.56908224, 100.40268853 38.56900252, 100.40277777 38.56894854, 100.40295482 38.56884143, 100.40301802 38.56879747, 100.40319444 38.56867471, 100.40326468 38.56861786, 100.40364923 38.56844353, 100.40369482 38.56844656, 100.4037685 38.56848858, 100.40384134 38.5684877, 100.40391467 38.56851185, 100.40399724 38.56854303, 100.40402525 38.56857845, 100.40408078 38.56862425, 100.40411867 38.56869887, 100.40411116 38.56878119, 100.40413111 38.56887032, 100.40418328 38.56897695, 100.40421164 38.56903023, 100.40426738 38.56908676, 100.40430043 38.56914714, 100.40429453 38.56931166, 100.40428365 38.56945479, 100.40429933 38.56955828, 100.40434107 38.5695971, 100.40437902 38.5696753, 100.4044719 38.5698061, 100.4047551 38.56969546, 100.40498763 38.56958526, 100.40546199 38.56936045, 100.40618645 38.56906119, 100.40621961 38.56904887, 100.40660494 38.56888217, 100.40687273 38.56875979, 100.40691177 38.56873787, 100.40716818 38.56849884))",59
"Polygon ((100.42016317 38.56924246, 100.42011611 38.56920663, 100.41996716 38.56910804, 100.41977315 38.56897961, 100.41971891 38.56894011, 100.4195591 38.56882372, 100.41944975 38.56874729, 100.41925744 38.56861288, 100.41912091 38.56853946, 100.4190543 38.56854861, 100.41902944 38.56885993, 100.41906487 38.56896377, 100.4190597 38.56900629, 100.41905311 38.56906044, 100.41910241 38.56917424, 100.41913187 38.56920606, 100.41916113 38.56922715, 100.41920981 38.56923252, 100.41921468 38.56924915, 100.41914467 38.56923927, 100.41911439 38.56924321, 100.41911052 38.56927782, 100.41912369 38.56933009, 100.41915346 38.56937739, 100.41917844 38.56941284, 100.41920321 38.56943757, 100.41925089 38.56946916, 100.41924849 38.56950137, 100.41928421 38.56954264, 100.41933189 38.56957424, 100.41935986 38.56960726, 100.41939722 38.56965448, 100.41940983 38.56967816, 100.41946271 38.56970433, 100.4194515 38.5697134, 100.41948905 38.56977015, 100.4195797 38.56979348, 100.41972041 38.56977032, 100.41982266 38.56972141, 100.42002238 38.56961174, 100.42014437 38.56956259, 100.42028608 38.56951321, 100.42039442 38.56946542, 100.42041345 38.56942944, 100.42041426 38.56939368, 100.42027763 38.56931549, 100.42019267 38.56926359, 100.42018391 38.56925824, 100.42016317 38.56924246))",60
